x,y,prod
124.57978057861328,2.79543137550354,21 Brothers Productions
2.995704412460327,79.33576965332031,21 Century Shengkai Film
-35.06332015991211,-19.959270477294922,21 Laps Entertainment
-29.28801918029785,-131.44252014160156,21-Producciones
12.46491813659668,-106.19351959228516,215APhillyated
79.18082427978516,-98.61046600341797,21juin Cinema
77.34699249267578,-85.58415222167969,21st Century 3D
19.208908081054688,78.05302429199219,21st Century DreamQuest Films
43.1180534362793,50.53782272338867,21st Century Film Corporation
132.5366973876953,-34.348628997802734,21st Century Film France
155.4882049560547,-29.47955894470215,21st Century Film Production
-2.019382953643799,-81.90653228759766,21st Century Films
83.24507904052734,-120.67308807373047,21st Century Productions UK
-2.1659393310546875,-116.49662780761719,21st Street Films
-63.21257400512695,-38.06000518798828,22 Hours Films
-47.503509521484375,49.39181900024414,22 dicembre
-51.290287017822266,-83.1917495727539,2203 Studio
123.81832122802734,44.89263153076172,221 Films
69.37946319580078,-112.99905395507812,22:22 Productions
-18.28019142150879,36.38132858276367,22h22
-16.64925765991211,62.48021697998047,23 giugno
-10.029204368591309,18.5650634765625,23/5 Filmproduktion GmbH
-111.4640121459961,-9.669633865356445,235
80.68502044677734,-9.063802719116211,235 Films
-22.99378776550293,-86.87307739257812,23ten
-146.7909393310547,-3.0095434188842773,24 FPS Features
68.97246551513672,101.41280364990234,24 FPS Films Production
42.31806945800781,85.45248413085938,24 Frame Entertainment
31.17283058166504,76.33464050292969,24 Frames Factory
24.877944946289062,-127.22151947021484,24 Frames Film GmbH & Co. KG
-74.59343719482422,-28.065120697021484,24 Horses
34.896575927734375,96.27428436279297,24 Kare Prodüksiyon
-19.40085220336914,32.390785217285156,24 Mai Productions
64.74918365478516,44.3704948425293,24 Media
9.948497772216797,-107.71926879882812,24/36 Productions
3.5464203357696533,-84.64317321777344,24/7 Films
-16.167940139770508,22.922000885009766,2425 Films
-50.51228332519531,-79.71395874023438,248 Productions
49.982845306396484,-132.93899536132812,249 Productions
127.39960479736328,-64.73798370361328,24:25 Films
43.09789276123047,119.44038391113281,24AM Studios
-44.50821304321289,39.90218734741211,24fps Productions
10.150308609008789,40.32375717163086,25 Film
-142.02133178710938,-39.733951568603516,25th Frame
-158.8588104248047,-43.91653823852539,25th Frame Productions
-107.36693572998047,-104.14115905761719,25th Hour Productions
-64.31755065917969,84.61891174316406,26 Company
-17.523120880126953,-0.9622421264648438,26 Films
-69.19341278076172,-64.63851165771484,26 Keys Productions
-35.51365661621094,-129.74179077148438,26th Ave Films
-110.49747467041016,-3.2336230278015137,27 Films Production
-33.18174362182617,27.184879302978516,27 Productions
-64.6318588256836,107.0854721069336,27 Ten Productions
-35.51343536376953,-51.49787521362305,2710 Inc.
83.35348510742188,80.05245971679688,28 Entertainment
81.12602233886719,-112.41385650634766,28 Productions
91.90443420410156,-9.345739364624023,285 Pictures
-84.31102752685547,92.0159683227539,29 fevralya
-3.628814697265625,-58.31113052368164,2929 Entertainment
-26.020263671875,-11.139623641967773,2929 Productions
-94.01346588134766,-8.335829734802246,29P Films
-73.98440551757812,18.58884048461914,2:1 Film
-58.3608283996582,-0.9815496802330017,2:59 Films
77.5081558227539,-22.110706329345703,2B Films
63.52159118652344,-112.32225799560547,2B Pictures
-37.93776321411133,104.72704315185547,2C Entertainment
40.79230499267578,15.619178771972656,2CFilm
-86.32889556884766,18.965341567993164,2D Celluloid
34.51514434814453,115.31037902832031,2D Entertainment
38.459754943847656,-143.99826049804688,2D Films
24.340309143066406,-53.58488845825195,2D Medya
8.888484001159668,-3.9913079738616943,2DS Productions
-35.187049865722656,-20.81907844543457,2DUX²
65.77574157714844,-109.70909881591797,2K Filmproduktion
6.767531394958496,-35.93960952758789,2K Media
32.906639099121094,-100.07801818847656,2Könige Film
-48.09095764160156,44.625606536865234,2M
145.967041015625,16.846805572509766,2M Cinemas
-20.04068946838379,-140.2310791015625,2M Films
-146.9154052734375,-45.08342361450195,2MCine
72.98117065429688,-131.04043579101562,2ML Productions
-20.168603897094727,61.90628433227539,2Pilots Filmproduction
-55.170745849609375,94.60491943359375,2Plan2
87.41016387939453,-13.438307762145996,2T Produzione Film
92.6393814086914,-99.3541030883789,2X Entertainment
-138.21058654785156,-48.77933120727539,2X Productions
-14.796136856079102,47.33594512939453,2afilm
-55.14196014404297,-81.24369812011719,2am Films
-132.8770751953125,-24.596338272094727,2d3D Animations
90.03494262695312,43.29830551147461,2landa
-113.88459014892578,35.68656539916992,2nd Act Films
28.474525451660156,-130.7459716796875,2nd Floor Productions
-15.1954927444458,38.35537338256836,2nd Generation Films
147.9567108154297,-48.87109375,2nd Nature Films
-23.16703987121582,-22.134315490722656,3 Arts Entertainment
86.0490493774414,-121.81715393066406,3 Days in Vegas
19.370010375976562,62.60065841674805,3 Emme Cinematografica
43.867210388183594,-64.2208251953125,3 Finger Productions
-54.64189529418945,-78.83330535888672,3 Legged Dog Films
134.5421600341797,-64.3886947631836,3 Lives Movie Ltd
-85.86375427246094,-75.54328155517578,3 Miles Apart Productions Ltd.
19.14750099182129,101.79957580566406,3 Ng Film
150.7771759033203,-30.355409622192383,3 Red Peppers
-21.023921966552734,12.646890640258789,3 Ring Circus Films
166.44947814941406,-14.304864883422852,3 Roses Entertainment
-137.68687438964844,47.24922561645508,3 Scallywags
103.01126861572266,-7.0316033363342285,3 Spears Pty. Ltd.
-19.239240646362305,118.71408081054688,3 Tabela Filmes e Produções Artísticas
28.75617027282715,-102.60354614257812,3 do 4
90.19029998779297,-76.96347045898438,3 in the Box
83.67374420166016,53.8216438293457,3- 4 Women Productions
27.24819564819336,161.87527465820312,3-H Films
20.01118278503418,7.936620235443115,30 Bones Cinema
101.21620178222656,-15.98751449584961,30 Something Productions
62.57376480102539,9.527030944824219,308 Ent
133.4586944580078,-21.473703384399414,309 Productions
-52.07652282714844,150.552490234375,30WEST
-15.910713195800781,23.193462371826172,31 Juin Films
123.7655029296875,30.314239501953125,31 North 62 East
90.01639556884766,43.23694610595703,32 Historias Producciones
27.856014251708984,-67.21820068359375,3210 Films
13.984128952026367,-11.536115646362305,33 Pictures
-30.122798919677734,-10.505574226379395,3311 Productions
-96.9361801147461,10.336386680603027,333 Films
107.36224365234375,-87.17903137207031,341 House Productions
78.5501480102539,-7.899932861328125,34th Street Films
-14.703680992126465,-150.79547119140625,35 Terrace
-101.7142562866211,29.12041473388672,360 Degrees Film
75.642822265625,-54.09503173828125,360 Entertainment
0.32840868830680847,-14.625877380371094,360 Pictures
132.2915802001953,32.043975830078125,360 Sound and Vision Productions
18.24633026123047,-142.98809814453125,36films
-65.69132232666016,2.3453481197357178,37 Productions
86.10690307617188,-5.143742084503174,377 Films
21.890851974487305,-75.55976104736328,38 Pictures
-92.2231674194336,32.256080627441406,3900 Pictures
-63.223331451416016,-50.26823425292969,391 Productions
148.3267059326172,-30.443330764770508,3:1 Cinema
129.93118286132812,-27.490524291992188,3:16 Productions
53.38475799560547,-0.945508599281311,3:41am
9.189288139343262,13.796887397766113,3B Productions
8.06281852722168,-122.43058776855469,3Beep
127.59777069091797,-74.3396224975586,3Brane Entertainment
-59.11116027832031,62.08598709106445,3C Cooperativa Cinematografica Conero
-11.934630393981934,119.40632629394531,3C Films Group
21.502960205078125,134.17434692382812,3Color Cinema
-19.486141204833984,-50.33059310913086,3D
-99.72726440429688,-23.148778915405273,3D Mulitimedia L.L.C.
-171.0067596435547,9.018899917602539,3D Video System
-1.8671722412109375,-69.60585021972656,3DD Productions
-156.9886016845703,38.027191162109375,3GI Industries
8.779521942138672,102.83075714111328,3H Films
-3.6638927459716797,70.17498779296875,3H Productions
-91.10521697998047,109.60474395751953,3J+1 Bt.
-107.71112060546875,59.46286392211914,3K Pictures
34.1456298828125,-107.26155090332031,3K Productions
36.406227111816406,2.8392579555511475,3L Filmproduktion
132.37368774414062,-48.5443229675293,3L Productions
-52.83079147338867,-35.69528579711914,3Mark Entertainment
-87.26872253417969,-12.912243843078613,3P Productions
40.68022537231445,-0.705554723739624,3QU Media
44.654632568359375,-19.003538131713867,3ZERO2
121.05671691894531,6.925625324249268,3amfilms.com
-1.6302366256713867,-0.4278138279914856,3leven
-7.9130330085754395,-65.57058715820312,3monkeyfilms
161.05328369140625,-45.301002502441406,3rd Fathom Entertainment
98.74590301513672,-42.67055130004883,3rd Films
25.80074691772461,-126.96383666992188,3rd Monkey Productions
131.99533081054688,26.053808212280273,3rd Partner Productions
-100.63540649414062,34.5975227355957,3rd Vision Films
-156.88482666015625,38.199337005615234,3rd World Studios
30.847942352294922,-49.531246185302734,3vision
75.61112976074219,56.799339294433594,3½ Egos Productions
-38.717002868652344,26.27964210510254,4 1/2 Fiksjon
38.393157958984375,58.27777099609375,4 1/2 Film
-67.4126205444336,122.49349212646484,4 Avenidas
28.585493087768555,-0.9959830641746521,4 Cats Pictures
148.6885986328125,-22.38996696472168,4 Features Film Co.
18.040742874145508,148.9823455810547,4 Film
16.393882751464844,16.964019775390625,4 Kids Entertainment
-153.9501953125,-56.51796340942383,4 Lizard Productions
-88.44396209716797,-40.382904052734375,4 Mecs en Baskets
54.78141784667969,-88.13996887207031,4 Mecs à Lunettes Production
141.98260498046875,-46.04170227050781,4 Mile Productions
78.48477935791016,113.9121322631836,4 Monkeys Studios
1.2677651643753052,-167.6917724609375,4 Paws Entertainment
-39.95350646972656,49.583213806152344,4 Proof Film
-93.36493682861328,126.46327209472656,4 Rooms
-61.0960578918457,-42.37297821044922,4 Saisons Prod
65.77964782714844,16.209918975830078,4 à 4 Productions
-16.16444969177246,-19.96221351623535,40 Acres & A Mule Filmworks
74.03288269042969,-117.67046356201172,40/7 Studios
7.375068187713623,-123.16126251220703,40/West
178.10594177246094,-38.506553649902344,400 Blows Production
-73.11457061767578,24.071645736694336,400 Filmes
171.38455200195312,-7.709349632263184,40Kilo Films
-76.31103515625,130.42489624023438,41 Shadows
-44.3792610168457,-65.04924011230469,415 Productions
-19.967979431152344,-21.77415657043457,42
80.5121078491211,55.38825225830078,42 Film
-35.71223831176758,96.72696685791016,42 Frames
-23.285293579101562,-0.30613285303115845,42 Km Film
116.23538208007812,2.848480224609375,42 Productions
169.45639038085938,-58.67892837524414,42ND street films
-13.077183723449707,16.57550811767578,42film
55.596065521240234,15.72338581085205,42nd Street Productions S.L.
138.0551300048828,-81.85993194580078,44 Toons
-21.536359786987305,-88.34273529052734,441 Films
-77.96607208251953,23.750219345092773,44th Street Films
-99.44133758544922,-29.470142364501953,45 RPM Alberta Productions
114.67938232421875,-38.072303771972656,454 Productions
51.04895782470703,-124.0321273803711,47 Films
-23.938636779785156,60.05209732055664,47ème Parallèle
-40.973731994628906,-57.0897102355957,49 Films
-20.330718994140625,21.76934814453125,49th Parallel Productions
58.05878829956055,-117.85238647460938,4BM Productions
-143.20773315429688,25.68488883972168,4Branch Productions
-51.66975021362305,-43.465370178222656,4Cows
-19.35702133178711,-126.58343505859375,4D Pictures
-64.7033920288086,111.8915023803711,4Fiction
19.113723754882812,-79.60989379882812,4G Vision
126.50211334228516,35.049705505371094,4Go West Productions
-77.31365203857422,8.732583999633789,4K Productions
-9.056205749511719,12.379228591918945,4L
101.81604766845703,-51.30873107910156,4Lane Productions
42.950679779052734,145.5817108154297,4M Entertainments
98.3772964477539,-54.82422637939453,4PIX
-76.83877563476562,-48.26543426513672,4Reel Films
-12.538241386413574,116.13862609863281,4S Production
97.53195190429688,101.54651641845703,4U2C Films
-68.2553939819336,-47.334964752197266,4k Films
10.330709457397461,-144.1864471435547,4th Creative Party
80.17200469970703,87.49396514892578,4th Wall Films
-72.64949798583984,11.996204376220703,5 Aces Productions
-94.01219940185547,5.833022117614746,5 Card Productions
53.09749221801758,30.059532165527344,5 Continents
-50.858211517333984,94.71894836425781,5 Films S.A.
10.00167179107666,-85.38211059570312,5 Kidd Productions
69.68150329589844,-76.88742065429688,5 Star Productions
-35.87785720825195,-82.10224151611328,5 States
-77.02045440673828,-51.6996955871582,5 Stick Films
87.78463745117188,-26.979963302612305,5'7 Films
-32.20322799682617,-61.20545196533203,5-Second Films
-53.95758056640625,103.16365814208984,5.6 Produções
-6.567228317260742,-2.333122968673706,50 Degrees Entertainment
114.37326049804688,-48.72437286376953,500 Pieces Films
-37.42911148071289,-60.81835174560547,501 Pictures
-111.01722717285156,41.9080924987793,501st Joint Fighter Wing
-90.02754211425781,-92.71587371826172,51 Entertainment
117.36685943603516,27.899456024169922,51 Millimeter
-79.37667083740234,81.4095230102539,51 Minds Entertainment
-139.06341552734375,21.266677856445312,5100 Films
150.2324676513672,-6.102024555206299,5150 Action
-30.142576217651367,-52.637332916259766,5150 Productions
16.186498641967773,135.7696990966797,52 Friday Cinemas
-1.5337997674942017,125.48143005371094,54 Productions
61.242671966552734,-92.00810241699219,55 Productions
-145.25057983398438,-58.19947052001953,553AM Creative Group
91.64956665039062,-102.83598327636719,555 FIlms
-158.05734252929688,-33.09332275390625,5600 Film
-91.41699981689453,-94.69963073730469,5656 Films
-33.870914459228516,-61.00107192993164,57th & Irving Productions
-24.882827758789062,-61.42674255371094,58Filme
-39.778167724609375,100.14297485351562,58th Century Entertainment
-14.777656555175781,-134.10134887695312,5AM Producciones
-84.4183578491211,119.51844024658203,5C Films
70.3557357788086,-81.80516052246094,5ive Girls Films
112.1219482421875,21.722379684448242,5th Street Films
31.017711639404297,-49.4918098449707,5up2down LLC
58.07363510131836,-118.03670501708984,5x5 Productions
23.66598892211914,12.689386367797852,6 Foot Films
-34.404178619384766,-59.106201171875,6 Sales
-30.484018325805664,-130.54774475097656,6.11 Films
-88.28369903564453,-15.29847526550293,600 West Productions
154.12744140625,-2.4012908935546875,611 Films
-20.71552848815918,-121.7701644897461,6140 Productions
87.5374755859375,-118.73185729980469,615 The Movie
-5.346745014190674,-135.08547973632812,625 Productions
-20.349138259887695,47.471099853515625,64 A Films
-102.87068176269531,18.551279067993164,64A Films
146.9405517578125,12.179670333862305,65 Wilding Films
-1.6961930990219116,-63.967166900634766,66 Productions
79.59249877929688,82.93916320800781,6603301 Canada
-18.10733985900879,-79.18866729736328,666 Production
97.904052734375,35.447296142578125,69 Productions
79.69596862792969,-49.13865661621094,6A Films
91.81074523925781,93.56501007080078,7 Arts
8.08764934539795,68.96784973144531,7 Films Cinéma
-0.9360659718513489,122.10987854003906,7 Hills
29.31545639038086,-68.25984954833984,7 Network
-3.966644048690796,73.5842514038086,7 Pictures
172.1619873046875,-40.02744674682617,7 Ponies Productions
114.6612777709961,51.00447463989258,7 Spirits Entertainment
-19.08502960205078,-144.36822509765625,7 Toes Productions
59.50763702392578,3.3357083797454834,7.23 Productions
0.4362795948982239,167.1804656982422,70 MM Entertainments
60.8592643737793,-93.25505828857422,701 Productions
80.79686737060547,116.39352416992188,70mm Entertainment
83.31841278076172,73.06832885742188,72 Film
-98.58918762207031,61.45531463623047,721 Productions
34.43032455444336,-109.51573181152344,73140323 Producciones Cinematográficas
-3.5907113552093506,33.536842346191406,74 Entertainment
84.3808364868164,7.976858139038086,74 films
-84.65705871582031,80.7277603149414,75 Films
-108.74239349365234,40.0780143737793,77 Entertainment
25.01072120666504,-94.07866668701172,77 Films
11.831342697143555,-8.408915519714355,775 Media Corp
15.139765739440918,-6.190909385681152,777 Films Corporation
39.126060485839844,-20.84596824645996,7A Productions
23.93024444580078,137.93630981445312,7C's Entertainment
-11.419608116149902,-78.64863586425781,7DM Studios
126.05427551269531,-39.81647872924805,7Films7
85.04499053955078,-22.824453353881836,7Heaven Productions
15.437808990478516,175.54763793945312,7Hills Studio
-7.0023908615112305,-65.71266174316406,7IA
-109.68144989013672,-28.683250427246094,7e Apache Film
4.602787971496582,-122.4353256225586,7e Heart Productions
92.73552703857422,114.78649139404297,7even Entertainment
-159.28204345703125,-2.3271119594573975,7i Tehni
-2.9547483921051025,161.24029541015625,7th Sky Films
58.608760833740234,-113.88378143310547,7th Son Pictures LLC
93.80931854248047,-80.24090576171875,7th Voyage
21.532024383544922,45.4177131652832,7ype
84.39200592041016,-6.504418849945068,8 Ball Stunts of Hollywood
-149.400146484375,-11.235663414001465,8 Hats High Animation and Production
-165.0640869140625,46.13923645019531,81 Produce
8.360087394714355,-61.44258499145508,818 Media Productions
88.81620025634766,-105.10892486572266,8180 Films
-93.80075073242188,-107.44649505615234,8383 Productions
3.6717963218688965,3.3450982570648193,852 Films
-37.395259857177734,124.18486022949219,87 Films
73.65098571777344,-24.845956802368164,870 Films
-6.809972286224365,-140.0250701904297,8750 Films
-22.585702896118164,137.85841369628906,88 Productions
-97.45136260986328,-89.29792785644531,888 Productions
-91.29163360595703,124.79324340820312,88miles
42.40931701660156,-124.26350402832031,88mm
122.44357299804688,-47.5196647644043,89 Dreams
-83.21033477783203,68.72711944580078,8Heads Productions
-148.4021453857422,22.068723678588867,8bit
-48.9143180847168,87.17296600341797,8horses
-62.908241271972656,-69.24520111083984,8th Day Pictures
136.3926239013672,30.007686614990234,8th House Entertainment
-68.4607925415039,-91.23165893554688,8th In Line
158.02944946289062,-61.51888656616211,9 Films International
-66.16580200195312,-95.04212951660156,9 Light Entertainment
99.06881713867188,27.61336326599121,9.99 Films
-13.766413688659668,20.054466247558594,90 Film Production
-59.6213493347168,82.50623321533203,90 Minutes Film Studio
-125.13701629638672,-32.69032669067383,90 Productions
-50.59741973876953,-55.3043098449707,900 Films
140.16432189941406,-42.97956085205078,905 Productions
-76.52262878417969,17.05421257019043,908
-85.61914825439453,127.0474624633789,9211-9759 Quebec
-46.041526794433594,-79.28705596923828,93 Films
144.4386444091797,-67.00901794433594,95Forty Productions
-81.58909606933594,-82.25756072998047,98 MPH Productions
-19.249267578125,-110.3224868774414,99 Film Production & Development Corp.
-119.26496124267578,-17.01937484741211,99 Ways Entertainment
15.592123985290527,153.31239318847656,999 Entertainments
-97.3576889038086,33.09377670288086,9Y6S Film
59.2032585144043,-129.87147521972656,@Movie Japan K.K.
-104.10601043701172,-42.665809631347656,@theocean Entertainment
110.26482391357422,-55.73918533325195,A & D Studios
89.97854614257812,123.46315002441406,A & M Entertainment Company
71.68736267089844,122.32884216308594,A & P Group
87.81137084960938,-22.009029388427734,A & S Productions
-91.69166564941406,87.53885650634766,A + C Reuter New Cinema
83.83312225341797,39.5166130065918,A 6 Foot Barrel
-10.824556350708008,87.00043487548828,A Atalanta
-97.94361114501953,16.83965301513672,A Bad Way Ltd.
38.81711959838867,82.11624145507812,A Band Apart
-33.88788986206055,-18.956008911132812,A Bigger Boat
92.91705322265625,98.77849578857422,A Blissful Return Pictures
-66.21663665771484,106.05278015136719,A Bunch of Filmmakers
-115.3491439819336,7.20745849609375,A Cambio de Nada
-64.41805267333984,92.62796783447266,A Certain Film Productions
23.371469497680664,22.664413452148438,A Common Thread
30.69183921813965,143.06785583496094,A Company Production
47.5378303527832,14.603580474853516,A Contracorriente Films
